fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;alc_over_density;free_tot_so2_ratio;sulphates_chlorides;citric_over_volatile;sugar_over_density
6.5;0.28;0.35;15.4;0.042;55.0;195.0;0.9978;3.23;0.5;9.6;9.621156924076042;0.28205128060486523;11.904478464798457;1.2499955357302295;15.433939232371985
6.8;0.25;0.29;2.0;0.042;19.0;189.0;0.9952;3.46;0.54;10.2;10.249185842859884;0.10052909999720053;12.856836741982333;1.15999536001856;2.009644282913703
6.0;0.19;0.26;12.4;0.048;50.0;147.0;0.9972;3.3;0.36;8.9;8.924981021880242;0.34013605210791803;7.49984375325514;1.3684138504534187;12.434805019248877
7.3;0.3;0.74;13.5;0.039;46.0;165.0;0.9982;3.02;0.4;8.7;8.715679507433872;0.2787878770982553;10.256147278274916;2.466658444471852;13.52433027015601
6.1;0.3;0.47;1.4;0.049;50.0;187.0;0.9927;3.19;0.45;9.5;9.569850337614247;0.2673796777145472;9.183486051305074;1.5666614444618518;1.4102937339642045
7.0;0.35;0.31;1.8;0.069;15.0;162.0;0.9944;3.18;0.47;9.4;9.452926937925445;0.09259259202103338;6.811495485572672;0.8857117551092712;1.8101349455601916
5.8;0.29;0.38;10.7;0.038;49.0;136.0;0.99366;3.11;0.59;11.2;11.271449719773644;0.3602941149978374;15.525907212968079;1.310340309171348;10.768260000140891
5.4;0.255;0.33;1.2;0.051;29.0;122.0;0.99048;3.37;0.66;11.3;11.408598448632533;0.23770491608438593;12.940922727005354;1.2941125721075606;1.2115325786158442
5.1;0.52;0.06;2.7;0.052;30.0;79.0;0.9932;3.32;0.43;9.3;9.363663548466022;0.3797468306361161;8.269071748620219;0.11538439349155097;2.7184829656836835
6.0;0.555;0.26;4.5;0.053;17.0;126.0;0.9943;3.24;0.46;9.1;9.15215814929282;0.13492063384983624;8.679081526763646;0.4684676243826587;4.525792491408537
6.5;0.26;0.24;10.8;0.042;47.0;130.0;0.996;3.08;0.4;10.1;10.140552067718806;0.3615384587573965;9.523582771838765;0.92307337279472;10.843362607065655
6.15;0.21;0.37;3.2;0.021;20.0;80.0;0.99076;3.39;0.47;12.0;12.111901861296518;0.24999999687500005;22.379886672063233;1.7618963719220384;3.2298404963457386
6.3;0.34;0.27;2.5;0.024;40.0;152.0;0.99095;3.35;0.6;11.9;12.008666422456812;0.26315789300554016;24.9989583767343;0.7941153114255547;2.5228290803480697
8.1;0.4;0.32;7.9;0.031;23.0;118.0;0.99176;3.05;0.46;13.3;13.41048901902777;0.19491525258546397;14.838231024805651;0.799998000005;7.965628815813488
5.7;0.36;0.34;4.2;0.026;21.0;77.0;0.9907;3.41;0.45;11.9;12.011696768247937;0.27272726918536017;17.307026652821047;0.9444418209949419;4.23942238879339
7.5;0.33;0.39;12.4;0.065;29.0;119.0;0.9974;3.16;0.39;9.4;9.424494260583256;0.24369747694371868;5.999907693727788;1.1818146005618166;12.432311577790678
6.3;0.26;0.21;4.0;0.03;24.0;125.0;0.9915;3.06;0.34;10.7;10.791718818236188;0.191999998464;11.33295556814773;0.80768920119538;4.034287408686426
6.5;0.24;0.36;2.2;0.027;36.0;134.0;0.9898;3.28;0.36;12.5;12.628801142855988;0.2686567144130096;13.332839524462056;1.4999937500260416;2.222669001142654
6.0;0.26;0.33;4.35;0.04;15.0;80.0;0.98934;3.29;0.5;12.7;12.836827746954791;0.18749999765625003;12.499687507812304;1.2692258875927402;4.396866196791601
7.2;0.23;0.33;12.7;0.049;50.0;183.0;0.9987;3.41;0.4;9.8;9.812746758038692;0.27322404222281943;8.163098712271179;1.4347763705375194;12.716518757866467
6.8;0.37;0.51;11.8;0.044;62.0;163.0;0.9976;3.19;0.44;8.8;8.821161967560178;0.3803680958259626;9.999772732437899;1.3783746530414784;11.828376274682965
5.6;0.23;0.25;8.0;0.043;31.0;101.0;0.99429;3.19;0.42;10.4;10.45971451013838;0.3069306900303892;9.76721471593684;1.0869517958617572;8.045934238567984
8.5;0.19;0.56;17.3;0.055;47.0;169.0;1.00047;3.07;0.67;9.3;9.295621762150029;0.278106507230139;12.18159669824185;2.947352908668902;17.291855536042526
6.5;0.44;0.47;5.45;0.014;44.0;137.0;0.98984;3.13;0.32;13.0;13.13342243855326;0.32116788086738773;22.85551032069138;1.0681793905013852;5.505934791547329
6.1;0.28;0.24;19.95;0.074;32.0;174.0;0.99922;3.19;0.44;9.3;9.307250348021109;0.1839080449200687;5.94586559641086;0.8571397959293002;19.965553165916248
6.0;0.22;0.25;11.1;0.056;112.0;177.0;0.9961;3.08;0.36;9.4;9.436794060040096;0.6327683580069584;6.428456634702951;1.1363584710978587;11.143448304940964
6.5;0.29;0.42;10.6;0.042;66.0;202.0;0.99674;3.24;0.53;9.5;9.531061730178653;0.32673267164983827;12.618747172686364;1.4482708680314897;10.63465835156776
5.9;0.3;0.3;2.0;0.03;38.0;142.0;0.98892;3.41;0.41;12.9;13.044520239736036;0.2676056319182702;13.666211126295789;0.9999966666777779;2.022406238718765
6.6;0.36;0.29;1.6;0.021;24.0;85.0;0.98965;3.41;0.61;12.4;12.529669550174757;0.2823529378546713;29.046235893528877;0.8055533179074503;1.616731554861259
6.3;0.2;0.26;4.7;0.04;108.0;168.0;0.99278;3.07;0.75;10.7;10.777804974108085;0.6428571390306123;18.749531261718456;1.2999935000324998;4.7341760166643
6.7;0.25;0.23;7.2;0.038;61.0;220.0;0.9952;3.14;0.35;9.5;9.545810343840088;0.2772727260123967;9.210283939896318;0.9199963200147201;7.23471941848933
6.0;0.32;0.33;9.9;0.032;22.0;90.0;0.99258;3.1;0.43;12.1;12.190440880895363;0.2444444417283951;13.437080091247148;1.031246777353821;9.973997084368934
7.8;0.3;0.37;1.3;0.051;16.0;96.0;0.9941;3.32;0.62;10.0;10.05934004693688;0.16666666493055557;12.15662437991412;1.233329222235926;1.3077142061017946
6.8;0.19;0.33;1.3;0.031;22.0;87.0;0.98987;3.08;0.62;12.3;12.42586155165673;0.25287356031179814;19.99935485952066;1.7368329640370315;1.3133024404190041
6.8;0.25;0.24;1.6;0.045;39.0;164.0;0.99402;3.53;0.58;10.8;10.86496160543892;0.23780487659875077;12.888602475500544;0.95999616001536;1.6096239415465066
6.7;0.27;0.3;13.9;0.029;34.0;131.0;0.9953;3.36;0.5;12.0;12.056654218171186;0.2595419827515879;17.240784800524118;1.1111069959000153;13.965624469381625
6.9;0.18;0.33;1.0;0.054;24.0;164.0;0.9926;3.42;0.51;10.5;10.578268609441254;0.14634146252230815;9.44426955056388;1.8333231482047323;1.0074541532801196
8.3;0.49;0.23;6.65;0.034;6.0;158.0;0.99344;3.05;0.48;11.2;11.273945810571538;0.0379746833039577;14.117231846122172;0.46938679716980175;6.693905325026852
6.9;0.16;0.37;1.8;0.034;36.0;95.0;0.98952;2.93;0.59;12.0;12.127079667839288;0.378947364432133;17.3524308108585;2.3124855469653314;1.8190619501758933
6.2;0.21;0.28;5.7;0.028;45.0;121.0;0.99168;3.21;1.08;12.15;12.25192375370709;0.37190082337272046;38.57005106960466;1.3333269841572184;5.747816081986042
7.1;0.17;0.38;7.4;0.052;49.0;182.0;0.9958;3.35;0.52;9.6;9.640480377103456;0.2692307677514793;9.999807696005847;2.2352809689354767;7.4312036240172485
7.1;0.37;0.67;10.5;0.045;49.0;155.0;0.9975;3.16;0.44;8.7;8.72179576762329;0.3161290302185224;9.777560498655586;1.8108059167407657;10.52630523678673
9.8;0.42;0.48;9.85;0.034;5.0;110.0;0.9958;2.87;0.29;10.0;10.042167059482768;0.04545454504132232;8.529160907032145;1.1428544217751864;9.891534553590526
8.6;0.485;0.29;4.1;0.026;19.0;101.0;0.9918;3.01;0.38;12.4;12.502508063613567;0.18811881001862565;14.61482250682666;0.5979369114702856;4.133893795227066
6.3;0.32;0.32;1.5;0.037;12.0;76.0;0.98993;3.3;0.46;12.3;12.425108416647221;0.15789473476454297;12.432096429826222;0.9999968750097656;1.5152571239813684
6.8;0.43;0.26;5.2;0.043;40.0;176.0;0.99116;3.17;0.41;12.3;12.409689243220829;0.22727272598140497;9.534661984605009;0.604649756628473;5.246372688190919
6.6;0.78;0.5;1.5;0.045;30.0;133.0;0.99104;3.25;0.48;11.7;11.805767874386628;0.22556390807846685;10.666429634897002;0.6410248191989497;1.5135599838957217
9.8;0.16;0.46;1.8;0.046;23.0;130.0;0.99587;3.04;0.67;9.6;9.639802745536318;0.1769230755621302;14.564900763026891;2.874982031362304;1.80746301478806
6.9;0.33;0.31;7.7;0.04;29.0;135.0;0.99226;3.11;0.57;12.3;12.395932118666359;0.21481481322359397;14.249643758906025;0.9393910927542644;7.760055066156989
5.7;0.27;0.32;1.2;0.046;20.0;155.0;0.9934;3.8;0.41;10.2;10.267756927967659;0.12903225723204995;8.912849720658246;1.1851807956266829;1.2079714032903128
6.6;0.2;0.14;4.4;0.184;35.0;168.0;0.99396;2.93;0.45;9.4;9.457111496326315;0.20833333209325397;2.4456388823973785;0.6999965000174999;4.426733040833595
6.8;0.11;0.27;8.6;0.044;45.0;104.0;0.99454;3.2;0.37;9.9;9.954340746133141;0.43269230353180477;8.40889979773187;2.454523140698721;8.647205092600506
5.8;0.23;0.2;2.0;0.043;39.0;154.0;0.99226;3.21;0.39;10.2;10.279553464259907;0.2532467516022938;9.069556521941351;0.8695614366894057;2.0155987184823347
7.2;0.39;0.54;1.4;0.157;34.0;132.0;0.99449;3.11;0.53;9.0;9.049855654802306;0.2575757556244261;3.3757746765944168;1.38461183432863;1.4077553240803586
6.0;0.27;0.4;1.7;0.021;18.0;82.0;0.9891;3.24;0.95;13.1333333333333;13.2780508091017;0.21951219244497328;45.23594114565972;1.4814759945333538;1.718732465137534
7.5;0.28;0.41;1.3;0.044;11.0;126.0;0.99293;3.28;0.45;10.3;10.37332906314739;0.08730158660871756;10.227040294538762;1.4642804847125546;1.309255124474913
6.6;0.3;0.25;8.0;0.036;21.0;124.0;0.99362;3.06;0.38;10.8;10.869335491097713;0.1693548373439126;10.555262353823506;0.8333305555648148;8.051359623035342
6.5;0.26;0.34;16.3;0.051;56.0;197.0;1.0004;3.49;0.42;9.8;9.79607177521814;0.2842639579478987;8.235132644457952;1.3076872781258535;16.29346632000568
6.8;0.37;0.28;1.9;0.024;64.0;106.0;0.98993;3.45;0.6;12.6;12.728159841443494;0.6037735792096832;24.9989583767343;0.756754711473753;1.9193256903763998
6.5;0.18;0.29;1.7;0.035;39.0;144.0;0.9927;3.49;0.5;10.5;10.577203004731535;0.2708333314525463;14.285306134110453;1.6111021605435525;1.7124995340993914
7.2;0.24;0.3;1.2;0.037;11.0;95.0;0.98914;2.96;0.36;12.5;12.637227655106804;0.11578947246537398;9.729466771168347;1.249994791688368;1.213173854890253
7.3;0.41;0.29;1.8;0.032;26.0;74.0;0.98889;2.96;0.35;13.0;13.146039351151947;0.3513513466033602;10.937158213805818;0.7073153480113463;1.8202208332364234
7.1;0.18;0.32;12.2;0.048;36.0;125.0;0.9967;2.92;0.54;9.4;9.431113242587296;0.28799999769600004;11.249765629882711;1.7777679012894374;12.240381016974998
7.6;0.2;0.3;14.2;0.056;53.0;212.5;0.999;3.14;0.46;8.9;8.9088999910911;0.24941176353217995;8.21413903323155;1.4999925000374996;14.214199985785799
6.2;0.21;0.52;6.5;0.047;28.0;123.0;0.99418;3.22;0.49;9.9;9.9579452836053;0.22764227457201403;10.425310099785111;2.4761786848634055;6.538044883175196
7.4;0.35;0.2;13.9;0.054;63.0;229.0;0.99888;3.11;0.5;8.9;8.909970256717267;0.27510916910432676;9.259087794670469;0.571426938780175;13.915571524535956
6.8;0.27;0.22;17.8;0.034;16.0;116.0;0.9989;3.07;0.53;9.2;9.21012192399447;0.137931033293698;15.587776830093231;0.8148117969933445;17.81958372251104
7.7;0.44;0.24;11.2;0.031;41.0;167.0;0.9948;3.12;0.43;11.3;11.359055730744139;0.2455089805658145;13.870520305796587;0.5454533057879414;11.258533113657906
6.4;0.23;0.39;1.8;0.032;23.0;118.0;0.9912;3.32;0.5;11.8;11.904749894320123;0.19491525258546397;15.624511734008312;1.695644801544341;1.8159787974386628
7.3;0.37;0.16;14.9;0.048;59.0;240.0;0.99902;3.13;0.45;8.9;8.908721638484076;0.2458333323090278;9.374804691568926;0.43243126369928736;14.914601394765475
6.2;0.33;0.14;4.8;0.052;27.0;128.0;0.99475;3.21;0.48;9.4;9.449600955414972;0.2109374983520508;9.230591719390011;0.4242411386632162;4.825328147445943
7.1;0.23;0.28;1.9;0.046;33.0;103.0;0.98997;3.12;0.31;12.0;12.121567197422955;0.32038834640399666;6.738983935131845;1.217386011365168;1.9192481395919676
6.3;0.36;0.3;4.8;0.049;14.0;85.0;0.9932;3.28;0.39;10.6;10.672562754165572;0.16470588041522494;7.959021244464399;0.8333310185249486;4.832858605659881
7.1;0.32;0.34;14.5;0.039;46.0;150.0;0.995;3.38;0.5;12.5;12.562801444420659;0.30666666462222225;12.820184097843645;1.062496679697876;14.572849675527964
8.1;0.3;0.49;12.3;0.049;50.0;144.0;0.9971;3.09;0.57;10.2;10.229655772083268;0.3472222198109568;11.632415664986427;1.633327888907037;12.33576137221806
7.1;0.33;0.25;1.6;0.03;25.0;126.0;0.9901;3.22;0.34;12.1;12.220975435839373;0.19841269683799448;11.33295556814773;0.7575734618986003;1.6159967518465288
8.4;0.36;0.36;11.1;0.032;21.0;132.0;0.99313;2.95;0.39;13.0;13.08991462354916;0.15909090788567495;12.187119152526483;0.9999972222299384;11.176773255491975
6.4;0.38;0.26;8.2;0.043;28.0;98.0;0.99234;2.99;0.31;11.4;11.48798648851554;0.2857142827988339;7.209134671286715;0.6842087257665111;8.263288526826967
7.4;0.2;0.37;16.95;0.048;43.0;190.0;0.9995;3.03;0.42;9.2;9.204593091952884;0.22631578828254847;8.749817712130996;1.8499907500462496;16.958462272674062
7.5;0.17;0.44;11.3;0.046;65.0;146.0;0.997;3.17;0.45;10.0;10.030080210551443;0.44520547640270225;9.782396034868807;2.58822006929371;11.333990637923131
6.2;0.345;0.27;10.1;0.056;38.0;187.0;0.99486;3.31;0.56;10.6;10.65475478483929;0.20320855506305585;9.999821431760148;0.7826064272277473;10.152172011969512
7.2;0.15;0.39;1.8;0.043;21.0;159.0;0.9948;3.52;0.47;10.0;10.052261708623131;0.13207547086744986;10.929978372595986;2.5999826667822217;1.8094071075521636
6.6;0.24;0.29;2.0;0.023;19.0;86.0;0.99;3.25;0.45;12.5;12.626249872474876;0.22093022998918338;19.564366766662317;1.208328298632089;2.02019997959598
7.2;0.29;0.4;7.6;0.024;56.0;177.0;0.9928;3.04;0.32;11.5;11.58338881608701;0.3163841790034792;13.33277780092496;1.379305588601419;7.6551091306314145
6.0;0.32;0.32;4.8;0.041;40.0;186.0;0.99235;3.22;0.54;11.0;11.08478753989264;0.2150537622846572;13.170410477793224;0.9999968750097656;4.836998199225879
8.5;0.17;0.31;1.0;0.024;13.0;91.0;0.993;2.79;0.37;10.1;10.171188145832682;0.14285714128728416;15.416024332319486;1.8235186851842047;1.0070483312705627
6.1;0.33;0.3;3.0;0.036;30.0;124.0;0.98922;3.31;0.4;13.1;13.242743532537219;0.24193548191987516;11.110802477708953;0.9090881542783203;3.0326893585963095
5.8;0.27;0.22;12.7;0.058;42.0;206.0;0.9946;3.32;0.38;12.3;12.366768181411441;0.20388349415590537;6.551611179117601;0.8148117969933445;12.768939504384168
6.9;0.35;0.55;11.95;0.038;22.0;111.0;0.99687;3.11;0.29;9.7;9.730446567309109;0.19819819641262887;7.631378121628377;1.5714240816454814;11.987508915396273
6.3;0.28;0.24;8.45;0.031;32.0;172.0;0.9958;3.39;0.57;9.7;9.740902047698285;0.18604651054624122;18.386503661172217;0.8571397959293002;8.485631165262937
6.7;0.31;0.3;2.1;0.038;18.0;130.0;0.9928;3.36;0.63;10.6;10.676862734828026;0.1384615373964497;16.578511091813372;0.9677388137457622;2.115227522937628
5.9;0.21;0.31;1.8;0.033;45.0;142.0;0.98984;3.35;0.5;12.7;12.830343459202032;0.3169014062190042;15.151056028605193;1.4761834467454917;1.8184738761073747
6.4;0.25;0.32;0.9;0.034;40.0;114.0;0.99114;3.31;0.58;10.8;10.896532380357588;0.35087718990458605;17.05832181406429;1.2799948800204801;0.908044365029799
6.6;0.3;0.3;4.8;0.17;60.0;166.0;0.9946;3.18;0.47;9.4;9.45102608985915;0.3614457809551459;2.764689619472826;0.9999966666777779;4.826055875672757
6.6;0.15;0.34;1.0;0.037;45.0;79.0;0.98949;2.96;0.5;11.7;11.824261160536073;0.5696202459541742;13.51314829328937;2.266651555656296;1.0106206120116301
6.5;0.17;0.33;1.4;0.028;14.0;99.0;0.9928;3.23;0.55;10.1;10.173237134128591;0.14141413998571575;19.642155637298668;1.9411650519702826;1.4101516819584186
7.3;0.25;0.26;7.2;0.048;52.0;207.0;0.99587;3.12;0.37;9.2;9.238144297805638;0.2512077282550351;7.708172746401116;1.03999584001664;7.22985205915224
9.0;0.29;0.34;12.1;0.03;34.0;177.0;0.99706;3.13;0.47;10.6;10.631245229730176;0.19209039439496953;15.666144461851271;1.172409750311206;12.135666724503315
6.8;0.15;0.41;12.9;0.044;79.5;183.0;0.99742;3.24;0.78;10.2;10.22637381807682;0.4344262271342829;17.726869843867185;2.7333151112325917;12.933355122861862
6.6;0.26;0.27;11.8;0.048;28.0;112.0;0.99606;2.87;0.49;9.7;9.738359397667411;0.24999999776785717;10.20812066415283;1.0384575443940602;11.846664009533553
8.5;0.24;0.47;15.2;0.057;40.0;234.0;1.0005;3.02;0.66;9.0;8.995493257877804;0.1709401702096574;11.578744232557323;1.9583251736451097;15.192388613304736
5.8;0.18;0.37;1.2;0.036;19.0;74.0;0.98853;3.09;0.49;12.7;12.847346213725213;0.2567567532870709;13.610733035193467;2.055544135865912;1.2139224768874217
6.9;0.38;0.25;9.8;0.04;28.0;191.0;0.9971;3.28;0.61;9.2;9.226748343447653;0.14659685787122065;15.24961875953101;0.6578930055447223;9.828492800629023
6.6;0.25;0.29;1.1;0.068;39.0;124.0;0.9914;3.34;0.58;11.0;11.095409425651175;0.3145161264958377;8.529286334024498;1.15999536001856;1.1095409425651175
6.1;0.19;0.37;2.6;0.041;24.0;99.0;0.99153;3.18;0.5;10.9;10.993100568716459;0.24242423997551274;12.194824516475206;1.9473581717990958;2.6222074751066784
6.7;0.18;0.28;10.2;0.039;29.0;115.0;0.99469;3.11;0.45;10.9;10.958176961488544;0.25217391085066165;11.53816568805928;1.5555469136282578;10.254440826347077
7.3;0.2;0.39;2.3;0.048;24.0;87.0;0.99044;2.94;0.35;12.0;12.11581507631449;0.2758620657946889;7.291514760109163;1.9499902500487496;2.3221978896269437
6.1;0.24;0.3;1.5;0.045;22.0;61.0;0.992;3.31;0.54;10.4;10.483860399334276;0.360655731792529;11.999733339259128;1.249994791688368;1.512095249903982
7.4;0.44;0.2;11.5;0.049;44.0;157.0;0.998;3.27;0.44;9.0;9.018027036045053;0.2802547752850014;8.979408583498296;0.4545444214899512;11.523034546057568
4.9;0.335;0.14;1.3;0.036;69.0;168.0;0.99212;3.47;0.46;10.4666666666667;10.549788449863172;0.41071428326955783;12.777422849365296;0.417909200271044;1.3103240431358676
8.1;0.24;0.32;10.5;0.03;34.0;105.0;0.99407;3.11;0.42;11.8;11.870379479936544;0.32380952072562363;13.99953334888837;1.3333277778009258;10.56262580841811
7.3;0.655;0.2;10.2;0.071;28.0;212.0;0.9971;2.96;0.58;9.2;9.226748343447653;0.1320754710751157;8.168899029591133;0.30534304527779343;10.229655772083268
6.0;0.24;0.32;6.3;0.03;34.0;129.0;0.9946;3.52;0.41;10.4;10.456454397290974;0.2635658894297218;13.666211126295789;1.3333277778009258;6.334198336820493
8.3;0.36;0.57;15.0;0.052;35.0;256.0;1.0001;2.93;0.64;8.6;8.59913148771974;0.1367187494659424;12.307455625853349;1.5833289351974023;14.998485152999548
7.5;0.305;0.4;18.9;0.059;44.0;170.0;1.0;2.99;0.46;9.0;8.999991000009;0.2588235278892734;7.796478025796174;1.3114711099307874;18.8999811000189
6.6;0.33;0.4;2.65;0.041;35.0;86.0;0.98916;3.11;0.39;13.3;13.445738358063045;0.40697673945375884;9.511963122850663;1.2121175390377605;2.6790380938997793
7.2;0.51;0.24;10.0;0.093;35.0;197.0;0.9981;3.41;0.47;9.0;9.017123517559845;0.1776649737174367;5.053709099902151;0.47058731257389685;10.01902613062205
6.3;0.18;0.22;1.5;0.043;45.0;155.0;0.99238;3.19;0.48;10.2;10.278310447297962;0.2903225787721124;11.162531103927815;1.2222154321364882;1.5115162422497004
6.3;0.19;0.29;2.0;0.022;33.0;96.0;0.98902;3.04;0.54;12.8;12.942091219498879;0.3437499964192709;24.544338893686653;1.526307756274967;2.0222017530466996
7.6;0.48;0.28;10.4;0.049;57.0;205.0;0.99748;3.24;0.45;9.3;9.323485860883565;0.27804877913146936;9.183486051305074;0.5833321180580875;10.426263758407428
7.4;0.16;0.3;1.4;0.064;34.0;166.0;0.99136;3.11;0.42;11.4333333333333;11.532966632067732;0.20481927587458268;6.562397462539647;1.8749882813232417;1.4121999957634
7.1;0.26;0.34;14.4;0.067;35.0;189.0;0.9986;3.07;0.53;9.1;9.112748735480936;0.1851851842053694;7.910329696571693;1.3076872781258535;14.420173823178626
6.7;0.42;0.46;9.7;0.054;67.0;234.0;0.99848;3.23;0.5;9.0;9.01369179784092;0.28632478510117615;9.259087794670469;1.0952354875345536;9.714756715450768
6.7;0.29;0.45;14.3;0.054;30.0;181.0;0.99869;3.14;0.57;9.1;9.111927513114667;0.1657458554378682;10.555360085924335;1.5517187871765963;14.318743234894479
6.4;0.17;0.3;2.8;0.034;33.0;125.0;0.99152;3.03;0.49;10.4;10.488935685678872;0.26399999788800005;14.411340842916383;1.7646955017911656;2.823944223067388
8.8;0.2;0.43;15.0;0.053;60.0;184.0;1.0008;3.28;0.79;8.8;8.792956841569906;0.3260869547495274;14.905379143789741;2.1499892500537494;14.987994616312337
6.8;0.25;0.28;5.0;0.035;42.0;126.0;0.99048;3.12;0.38;12.6;12.721092075466363;0.3333333306878307;10.856832661923944;1.1199955200179201;5.04805241089935
7.6;0.31;0.26;1.7;0.073;40.0;157.0;0.9938;3.1;0.46;9.8;9.861129139535985;0.2547770684409104;6.30128354406104;0.8387069719129939;1.7106040344093032
5.7;0.22;0.22;16.65;0.044;39.0;110.0;0.99855;3.24;0.48;9.0;9.013059923829628;0.3545454513223141;10.908842980841344;0.9999954545661156;16.67416085908481
6.3;0.43;0.32;8.8;0.042;18.0;106.0;0.99172;3.28;0.33;12.9;13.007690671065752;0.1698113191527234;7.8569557867669815;0.7441843158504283;8.873463403517723
7.3;0.26;0.32;1.2;0.041;29.0;94.0;0.98978;3.07;0.45;12.0;12.12389407353748;0.3085106350158443;10.975342064827686;1.2307644970596268;1.2123894073537478
7.4;0.32;0.22;11.7;0.035;44.0;150.0;0.99578;3.1;0.45;10.4;10.44406350392305;0.2933333313777778;12.856775520699408;0.687497851569214;11.749571441913432
6.4;0.3;0.33;5.2;0.05;30.0;137.0;0.99304;3.26;0.58;11.1;11.177786214265069;0.21897810059140074;11.599768004639905;1.0999963333455558;5.236440388664717
6.4;0.19;0.35;10.2;0.043;40.0;106.0;0.99632;3.16;0.5;9.7;9.735818074696809;0.377358487006052;11.627636566591475;1.8420955679180635;10.237664367206953
7.0;0.15;0.28;14.7;0.051;29.0;149.0;0.99792;2.96;0.39;9.0;9.018749981210936;0.19463087117697403;7.646908884139528;1.866654222305185;14.730624969311197
6.2;0.25;0.44;15.8;0.057;39.0;167.0;0.99804;3.14;0.51;9.2;9.218058175966718;0.23353293273333572;8.94721145243066;1.75999296002816;15.831012954377625
6.8;0.39;0.34;7.4;0.02;38.0;133.0;0.99212;3.18;0.44;12.0;12.0952988597157;0.28571428356605805;21.99890005499725;0.8717926364291374;7.4587676301580155
7.5;0.41;0.23;14.8;0.054;28.0;174.0;0.99898;3.18;0.49;9.7;9.70989438237564;0.16091953930506012;9.073906038777059;0.5609742415262403;14.815096583418503
7.6;0.27;0.24;3.8;0.058;19.0;115.0;0.9958;3.15;0.45;8.9;8.937528682939664;0.16521738986767487;7.758486922639264;0.8888855967200121;3.8160234826034514
6.0;0.26;0.15;1.2;0.053;35.0;124.0;0.99347;3.08;0.46;8.8;8.85783279028779;0.28225806223985433;8.679081526763646;0.5769208579967;1.2078862895846985
7.8;0.25;0.41;3.7;0.042;37.0;149.0;0.9954;3.36;0.45;10.0;10.046202485229571;0.24832214598441513;10.714030618318612;1.63999344002624;3.7170949195349414
6.3;0.27;0.29;12.2;0.044;59.0;196.0;0.99782;3.14;0.4;8.8;8.819217074004255;0.3010204066274469;9.090702484034455;1.0740700960366814;12.226641852596806
6.8;0.32;0.18;7.5;0.041;71.0;223.0;0.9959;3.14;0.41;8.9;8.936631251499898;0.3183856487964769;9.99975610350967;0.5624982421929932;7.530869032162835
7.6;0.31;0.27;8.8;0.021;57.0;156.0;0.99442;3.08;0.38;11.0;11.061713298492288;0.3653846130424063;18.09437645826389;0.870964932371186;8.84937063879383
7.0;0.34;0.3;1.8;0.045;44.0;142.0;0.9914;2.99;0.45;10.8;10.893674708821154;0.3098591527474708;9.99977778271594;0.882350346028394;1.8156124514701923
6.0;0.31;0.32;7.4;0.175;47.0;159.0;0.9952;3.19;0.5;9.4;9.445328129694404;0.2955974824176259;2.857126530705539;1.0322547346621465;7.435683846780701
8.9;0.26;0.33;8.1;0.024;47.0;202.0;0.99558;3.13;0.46;10.8;10.847937033752151;0.23267326617488482;19.165868088829633;1.2692258875927402;8.135952775314113
7.7;0.18;0.53;1.2;0.041;42.0;167.0;0.9908;3.11;0.44;11.9;12.010484446422641;0.25149700448205387;10.731445574498183;2.944428086510631;1.2111412887148882
8.2;0.32;0.26;2.1;0.062;26.0;87.0;0.98974;3.1;0.47;12.8;12.932676326432876;0.29885057127757964;7.580522894792019;0.8124974609454346;2.1217672098053937
7.6;0.48;0.28;10.4;0.049;57.0;205.0;0.99748;3.24;0.45;9.3;9.323485860883565;0.27804877913146936;9.183486051305074;0.5833321180580875;10.426263758407428
6.6;0.34;0.25;4.8;0.038;16.0;121.0;0.99198;3.36;0.71;12.6;12.701856184745473;0.13223140386585616;18.68371884950396;0.7352919550236617;4.838802356093514
6.3;0.4;0.24;5.1;0.036;43.0;131.0;0.99186;3.24;0.44;11.3;11.392725391965206;0.32824427230347886;12.221882725479848;0.59999850000375;5.141849513187836
7.6;0.32;0.58;16.75;0.05;43.0;163.0;0.9999;3.15;0.54;9.2;9.200910890178127;0.2638036793631676;10.799784004319914;1.8124943359552002;16.751658414183005
6.8;0.32;0.34;6.0;0.05;5.0;129.0;0.9953;3.19;0.4;9.1;9.14296278211315;0.03875968962201791;7.999840003199936;1.062496679697876;6.028327109085593
6.2;0.27;0.43;7.8;0.056;48.0;244.0;0.9956;3.1;0.51;9.0;9.03976593032751;0.19672131066917495;9.106980232495848;1.592586694123355;7.834463806283842
7.1;0.47;0.24;6.0;0.044;11.0;77.0;0.9956;3.21;0.56;9.7;9.742858836019648;0.14285714100185531;12.726983477648236;0.5106372114101885;6.02651062021834
5.7;0.32;0.18;1.4;0.029;26.0;104.0;0.9906;3.44;0.37;11.0;11.104369973379796;0.24999999759615388;12.758180752387847;0.5624982421929932;1.4132834511574286
6.6;0.12;0.25;1.4;0.039;21.0;131.0;0.99114;3.2;0.45;11.2;11.300107653704163;0.16030534228774548;11.53816568805928;2.083315972366897;1.4125134567130204
6.4;0.16;0.28;2.2;0.042;33.0;93.0;0.9914;3.31;0.43;11.1;11.196276784066185;0.35483870586194943;10.237851479726672;1.7499890625683592;2.219081885130235
